id,release_date,movie,production_budget,domestic_gross,worldwide_gross,net_profit,ROI,release_year,clean_movie,clean_title,start_year,genres,primary_genre
38,2017-02-03,Rings,25000000.0,27793018.0,82917283.0,57917283.0,2.31669132,2017,rings,rings,2017.0,"Drama,Horror,Mystery",Drama
44,2010-04-23,The Losers,25000000.0,23591432.0,29863840.0,4863840.0,0.1945536,2010,the losers,the losers,2010.0,"Action,Adventure,Crime",Action
50,2011-02-11,The Eagle,25000000.0,19490041.0,38993548.0,13993548.0,0.55974192,2011,the eagle,the eagle,2011.0,"Action,Adventure,Drama",Action
52,2011-09-02,Shark Night 3D,25000000.0,18877153.0,18877153.0,-6122847.0,-0.24491388,2011,shark night 3d,shark night 3d,2011.0,"Horror,Thriller",Horror
53,2017-03-24,CHiPS,25000000.0,18600152.0,23190292.0,-1809708.0,-0.07238832,2017,chips,chips,2017.0,"Action,Comedy,Crime",Action
56,2017-12-22,Father Figures,25000000.0,17501244.0,21038441.0,-3961559.0,-0.15846236,2017,father figures,father figures,2017.0,"Adventure,Comedy,Drama",Adventure
58,2013-10-25,The Counselor,25000000.0,16973715.0,71009334.0,46009334.0,1.84037336,2013,the counselor,the counselor,2013.0,"Crime,Drama,Thriller",Crime
60,2018-12-07,Mary Queen of Scots,25000000.0,16468499.0,46734733.0,21734733.0,0.86938932,2018,mary queen of scots,mary queen of scots,2018.0,"Biography,Drama,History",Biography
68,2010-10-08,My Soul to Take,25000000.0,14744435.0,16727470.0,-8272530.0,-0.3309012,2010,my soul to take,my soul to take,2010.0,"Horror,Mystery,Thriller",Horror
74,2011-09-09,Warrior,25000000.0,13657115.0,24215385.0,-784615.0,-0.0313846,2011,warrior,warrior,2011.0,"Drama,Sport",Drama
76,2017-09-22,Battle of the Sexes,25000000.0,12638526.0,18445379.0,-6554621.0,-0.26218484,2017,battle of the sexes,battle of the sexes,2017.0,"Biography,Comedy,Drama",Biography
77,2012-12-21,Cirque du Soleil: Worlds Away,25000000.0,12512862.0,28012862.0,3012862.0,0.12051448,2012,cirque du soleil worlds away,cirque du soleil worlds away,2012.0,Fantasy,Fantasy
78,2015-11-13,The 33,25000000.0,12227722.0,28400715.0,3400715.0,0.1360286,2015,the 33,the 33,2015.0,"Biography,Drama,History",Biography
88,2011-09-16,Straw Dogs,25000000.0,10324441.0,11253821.0,-13746179.0,-0.54984716,2011,straw dogs,straw dogs,2011.0,"Action,Drama,Thriller",Action
93,2019-01-25,Serenity,25000000.0,8547045.0,11367029.0,-13632971.0,-0.54531884,2019,serenity,serenity,2019.0,"Drama,Mystery,Sci-Fi",Drama
95,2018-10-12,Beautiful Boy,25000000.0,7634767.0,13031424.0,-11968576.0,-0.47874304,2018,beautiful boy,beautiful boy,2018.0,"Biography,Drama",Biography
97,2019-03-15,Captive State,25000000.0,5958315.0,8993300.0,-16006700.0,-0.640268,2019,captive state,captive state,2019.0,"Sci-Fi,Thriller",Sci-Fi
6,2018-04-13,Sgt. Stubby: An American Hero,25000000.0,3054285.0,3645957.0,-21354043.0,-0.85416172,2018,sgt. stubby an american hero,sgt. stubby an american hero,2018.0,"Adventure,Animation,Family",Adventure
7,2011-12-16,Carnage,25000000.0,2546747.0,38112154.0,13112154.0,0.52448616,2011,carnage,carnage,2011.0,"Comedy,Drama",Comedy
8,2017-09-01,Tulip Fever,25000000.0,2455635.0,6792768.0,-18207232.0,-0.72828928,2017,tulip fever,tulip fever,2017.0,"Drama,History,Romance",Drama
10,2015-11-20,Legend,25000000.0,1872994.0,42425450.0,17425450.0,0.697018,2015,legend,legend,2015.0,"Biography,Crime,Drama",Biography
17,2013-03-22,On the Road,25000000.0,720828.0,9313302.0,-15686698.0,-0.62746792,2013,on the road,on the road,2013.0,Documentary,Documentary
19,2010-06-30,Love Ranch,25000000.0,137885.0,146149.0,-24853851.0,-0.99415404,2010,love ranch,love ranch,2010.0,"Biography,Comedy,Drama",Biography
25,2011-07-08,Ironclad,25000000.0,0.0,5297411.0,-19702589.0,-0.78810356,2011,ironclad,ironclad,2011.0,"Action,Adventure,Drama",Action
26,2019-05-10,The Professor and the Madman,25000000.0,0.0,5227233.0,-19772767.0,-0.79091068,2019,the professor and the madman,the professor and the madman,2019.0,"Biography,Drama,Mystery",Biography
31,2012-11-09,Dangerous Liaisons,24200000.0,17000.0,10447579.0,-13752421.0,-0.5682818595041322,2012,dangerous liaisons,dangerous liaisons,2012.0,"Drama,Mystery,Romance",Drama
36,2014-06-20,Think Like a Man Too,24000000.0,65028687.0,70027933.0,46027933.0,1.9178305416666668,2014,think like a man too,think like a man too,2014.0,"Comedy,Romance",Comedy
37,2016-12-16,Fences,24000000.0,57682904.0,64282881.0,40282881.0,1.678453375,2016,fences,fences,2016.0,Drama,Drama
39,2011-10-14,Footloose,24000000.0,51802742.0,62989834.0,38989834.0,1.6245764166666667,2011,footloose,footloose,2011.0,"Comedy,Drama,Music",Comedy
40,2017-04-07,Going in Style,24000000.0,45018541.0,78672579.0,54672579.0,2.278024125,2017,going in style,going in style,2017.0,"Comedy,Crime",Comedy
52,2010-08-20,Piranha 3D,24000000.0,25003155.0,83660160.0,59660160.0,2.48584,2010,piranha 3d,piranha 3d,2010.0,"Comedy,Horror",Comedy
53,2010-11-24,Faster,24000000.0,23240020.0,35792945.0,11792945.0,0.49137270833333335,2010,faster,faster,2010.0,"Action,Crime,Drama",Action
58,2011-09-16,I Don't Know How She Does It,24000000.0,9659074.0,24474463.0,474463.0,0.019769291666666668,2011,i don't know how she does it,i don't know how she does it,2011.0,"Comedy,Romance",Comedy
60,2013-12-20,Dhoom 3,24000000.0,8031955.0,11723620.0,-12276380.0,-0.5115158333333333,2013,dhoom 3,dhoom 3,2013.0,"Action,Thriller",Action
71,2018-11-16,Green Book,23000000.0,85080171.0,322034439.0,299034439.0,13.001497347826087,2018,green book,green book,2018.0,"Biography,Comedy,Drama",Biography
73,2015-01-16,The Wedding Ringer,23000000.0,64460211.0,80171596.0,57171596.0,2.4857215652173914,2015,the wedding ringer,the wedding ringer,2015.0,Comedy,Comedy
76,2011-10-07,The Ides of March,23000000.0,40962534.0,77735925.0,54735925.0,2.3798228260869565,2011,the ides of march,the ides of march,2011.0,"Drama,Thriller",Drama
78,2018-10-05,The Hate U Give,23000000.0,29719483.0,35067665.0,12067665.0,0.5246810869565217,2018,the hate u give,the hate u give,2018.0,"Crime,Drama",Crime
97,2013-06-28,Redemption,23000000.0,36686.0,13593473.0,-9406527.0,-0.4089794347826087,2013,redemption,redemption,2013.0,"Action,Crime,Drama",Action
97,2013-06-28,Redemption,23000000.0,36686.0,13593473.0,-9406527.0,-0.4089794347826087,2013,redemption,redemption,2013.0,"Drama,Music,Thriller",Drama
97,2013-06-28,Redemption,23000000.0,36686.0,13593473.0,-9406527.0,-0.4089794347826087,2013,redemption,redemption,2013.0,"Family,Horror,Romance",Family
97,2013-06-28,Redemption,23000000.0,36686.0,13593473.0,-9406527.0,-0.4089794347826087,2013,redemption,redemption,2013.0,"Drama,Mystery,Thriller",Drama
3,2016-11-18,Nocturnal Animals,22500000.0,10663357.0,32398681.0,9898681.0,0.43994137777777775,2016,nocturnal animals,nocturnal animals,2016.0,"Drama,Thriller",Drama
11,2014-02-28,Son of God,22000000.0,59700064.0,70949793.0,48949793.0,2.224990590909091,2014,son of god,son of god,2014.0,"Biography,Drama,History",Biography
13,2014-08-08,The Hundred-Foot Journey,22000000.0,54235441.0,94270488.0,72270488.0,3.285022181818182,2014,the hundred-foot journey,the hundred-foot journey,2014.0,"Comedy,Drama",Comedy
17,2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0,55229695.0,2.510440681818182,2012,diary of a wimpy kid dog days,diary of a wimpy kid dog days,2012.0,"Comedy,Family",Comedy
21,2013-11-22,Delivery Man,22000000.0,30659817.0,70536870.0,48536870.0,2.2062213636363635,2013,delivery man,delivery man,2013.0,"Comedy,Drama",Comedy
22,2016-02-05,"Hail, Caesar!",22000000.0,30080225.0,64160680.0,42160680.0,1.9163945454545455,2016,"hail, caesar","hail, caesar",2016.0,"Comedy,Drama,Music",Comedy
27,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35609577.0,13609577.0,0.6186171363636364,2017,diary of a wimpy kid the long haul,diary of a wimpy kid the long haul,2017.0,"Comedy,Family",Comedy
29,2013-11-27,Homefront,22000000.0,20158492.0,51695362.0,29695362.0,1.3497891818181817,2013,homefront,homefront,2013.0,"Action,Thriller",Action
29,2013-11-27,Homefront,22000000.0,20158492.0,51695362.0,29695362.0,1.3497891818181817,2013,homefront,homefront,2013.0,Drama,Drama
34,2015-09-04,The Transporter Refueled,22000000.0,16029670.0,69698495.0,47698495.0,2.168113409090909,2015,the transporter refueled,the transporter refueled,2015.0,"Action,Adventure,Crime",Action
40,2017-11-17,"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0,-9032988.0,-0.41059036363636364,2017,"roman j. israel, esq.","roman j. israel, esq.",2017.0,"Crime,Drama,Thriller",Crime
41,2013-12-04,Out of the Furnace,22000000.0,11330849.0,15434375.0,-6565625.0,-0.2984375,2013,out of the furnace,out of the furnace,2013.0,"Crime,Drama,Thriller",Crime
44,2017-12-08,Just Getting Started,22000000.0,6069605.0,6756412.0,-15243588.0,-0.6928903636363636,2017,just getting started,just getting started,2017.0,"Action,Comedy",Action
49,2014-10-31,Before I Go to Sleep,22000000.0,3242457.0,19563579.0,-2436421.0,-0.11074640909090909,2014,before i go to sleep,before i go to sleep,2014.0,"Drama,Horror,Mystery",Drama
50,2010-10-08,Stone,22000000.0,1810078.0,4065020.0,-17934980.0,-0.8152263636363636,2010,stone,stone,2010.0,"Drama,Thriller",Drama
58,2012-06-22,To Rome with Love,21500000.0,16684352.0,74326015.0,52826015.0,2.457023953488372,2012,to rome with love,to rome with love,2012.0,"Comedy,Music,Romance",Comedy
59,2012-11-16,Silver Linings Playbook,21000000.0,132092958.0,236412453.0,215412453.0,10.257735857142857,2012,silver linings playbook,silver linings playbook,2012.0,"Comedy,Drama,Romance",Comedy
60,2018-04-06,Blockers,21000000.0,60311495.0,94045328.0,73045328.0,3.4783489523809523,2018,blockers,blockers,2018.0,Comedy,Comedy
61,2019-04-05,Pet Sematary,21000000.0,54724696.0,109501146.0,88501146.0,4.214340285714286,2019,pet sematary,pet sematary,2019.0,"Horror,Mystery,Thriller",Horror
64,2010-04-16,Death at a Funeral,21000000.0,42739347.0,48977233.0,27977233.0,1.3322491904761904,2010,death at a funeral,death at a funeral,2010.0,Comedy,Comedy
67,2010-11-05,For Colored Girls,21000000.0,37729698.0,38017873.0,17017873.0,0.8103749047619048,2010,for colored girls,for colored girls,2010.0,Drama,Drama
69,2017-08-04,Kidnap,21000000.0,30718107.0,34836080.0,13836080.0,0.6588609523809524,2017,kidnap,kidnap,2017.0,"Crime,Drama,Thriller",Crime
72,2011-12-09,Tinker Tailor Soldier Spy,21000000.0,24149393.0,81452811.0,60452811.0,2.8787052857142856,2011,tinker tailor soldier spy,tinker tailor soldier spy,2011.0,"Drama,Mystery,Thriller",Drama
79,2011-05-06,The Beaver,21000000.0,970816.0,5046038.0,-15953962.0,-0.7597124761904762,2011,the beaver,the beaver,2011.0,Drama,Drama
80,2017-02-24,Bitter Harvest,21000000.0,557241.0,606162.0,-20393838.0,-0.9711351428571429,2017,bitter harvest,bitter harvest,2017.0,"Drama,Romance,War",Drama
82,2019-02-01,Velvet Buzzsaw,21000000.0,0.0,0.0,-21000000.0,-1.0,2019,velvet buzzsaw,velvet buzzsaw,2019.0,"Horror,Mystery,Thriller",Horror
88,2019-03-22,Us,20000000.0,175006930.0,254210310.0,234210310.0,11.7105155,2019,us,us,2019.0,"Horror,Mystery,Thriller",Horror
92,2016-12-09,La La Land,20000000.0,151101803.0,426351163.0,406351163.0,20.31755815,2016,la la land,la la land,2016.0,"Comedy,Drama,Music",Comedy
93,2013-07-19,The Conjuring,20000000.0,137400141.0,318000141.0,298000141.0,14.90000705,2013,the conjuring,the conjuring,2013.0,"Horror,Mystery,Thriller",Horror
95,2017-11-17,Wonder,20000000.0,132422809.0,304604712.0,284604712.0,14.2302356,2017,wonder,wonder,2017.0,"Drama,Family",Drama
98,2010-10-15,Jackass 3D,20000000.0,117229692.0,171685793.0,151685793.0,7.58428965,2010,jackass 3d,jackass 3d,2010.0,"Action,Comedy,Documentary",Action
99,2016-07-29,Bad Moms,20000000.0,113257297.0,180998716.0,160998716.0,8.0499358,2016,bad moms,bad moms,2016.0,Comedy,Comedy
100,2019-01-18,Glass,20000000.0,111035005.0,245303505.0,225303505.0,11.26517525,2019,glass,glass,2019.0,"Drama,Sci-Fi,Thriller",Drama
3,2014-07-02,Tammy,20000000.0,84525432.0,96407655.0,76407655.0,3.82038275,2014,tammy,tammy,2014.0,"Comedy,Romance",Comedy
5,2011-11-16,The Descendants,20000000.0,82624961.0,175507800.0,155507800.0,7.77539,2011,the descendants,the descendants,2011.0,"Comedy,Drama",Comedy
15,2010-03-31,The Last Song,20000000.0,62950384.0,92678948.0,72678948.0,3.6339474,2010,the last song,the last song,2010.0,"Drama,Music,Romance",Drama
16,2010-04-02,Why Did I Get Married Too?,20000000.0,60095852.0,60831067.0,40831067.0,2.04155335,2010,why did i get married too?,why did i get married too?,2010.0,"Comedy,Drama,Romance",Comedy
18,2013-10-18,12 Years a Slave,20000000.0,56671993.0,181025343.0,161025343.0,8.05126715,2013,12 years a slave,12 years a slave,2013.0,"Biography,Drama,History",Biography
20,2016-06-03,Me Before You,20000000.0,56245075.0,208265198.0,188265198.0,9.4132599,2016,me before you,me before you,2016.0,"Drama,Romance",Drama
21,2019-02-08,What Men Want,20000000.0,54611903.0,69911903.0,49911903.0,2.49559515,2019,what men want,what men want,2019.0,"Comedy,Fantasy,Romance",Comedy
22,2016-04-15,Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0,34404202.0,1.7202101,2016,barbershop the next cut,barbershop the next cut,2016.0,"Comedy,Drama",Comedy
24,2018-09-14,A Simple Favor,20000000.0,53548586.0,97628717.0,77628717.0,3.88143585,2018,a simple favor,a simple favor,2018.0,"Comedy,Crime,Drama",Comedy
34,2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,72088460.0,3.604423,2015,spotlight,spotlight,2015.0,"Crime,Drama",Crime
34,2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,72088460.0,3.604423,2015,spotlight,spotlight,2015.0,Drama,Drama
35,2018-03-30,Acrimony,20000000.0,43549096.0,46627836.0,26627836.0,1.3313918,2018,acrimony,acrimony,2018.0,"Drama,Romance,Thriller",Drama
36,2015-06-26,Max,20000000.0,42656255.0,43658157.0,23658157.0,1.18290785,2015,max,max,2015.0,"Adventure,Drama,Family",Adventure
39,2017-11-17,The Star,20000000.0,40847995.0,62758010.0,42758010.0,2.1379005,2017,the star,the star,2017.0,"Adventure,Animation,Comedy",Adventure
43,2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,50652284.0,2.5326142,2016,nerve,nerve,2016.0,"Action,Adventure,Crime",Action
48,2016-02-19,Risen,20000000.0,36880033.0,46255763.0,26255763.0,1.31278815,2016,risen,risen,2016.0,"Action,Adventure,Drama",Action
49,2010-08-18,Vampires Suck,20000000.0,36661504.0,81424988.0,61424988.0,3.0712494,2010,vampires suck,vampires suck,2010.0,Comedy,Comedy
51,2010-09-01,The American,20000000.0,35606376.0,67950723.0,47950723.0,2.39753615,2010,the american,the american,2010.0,"Crime,Drama,Thriller",Crime
53,2011-11-04,A Very Harold & Kumar 3D Christmas,20000000.0,35061031.0,36265745.0,16265745.0,0.81328725,2011,a very harold & kumar 3d christmas,a very harold & kumar 3d christmas,2011.0,"Adventure,Comedy",Adventure
55,2013-01-04,Texas Chainsaw 3D,20000000.0,34341945.0,47666013.0,27666013.0,1.38330065,2013,texas chainsaw 3d,texas chainsaw 3d,2013.0,"Horror,Thriller",Horror
57,2014-09-19,This is Where I Leave You,20000000.0,34296320.0,41296320.0,21296320.0,1.064816,2014,this is where i leave you,this is where i leave you,2014.0,"Comedy,Drama",Comedy
62,2010-03-12,She's Out of My League,20000000.0,32010860.0,48680977.0,28680977.0,1.43404885,2010,she's out of my league,she's out of my league,2010.0,"Comedy,Romance",Comedy
76,2013-08-23,The World's End,20000000.0,26004851.0,47508505.0,27508505.0,1.37542525,2013,the world's end,the world's end,2013.0,"Action,Comedy,Sci-Fi",Action
78,2010-09-24,You Again,20000000.0,25702053.0,32838945.0,12838945.0,0.64194725,2010,you again,you again,2010.0,"Comedy,Family,Romance",Comedy
81,2018-12-25,On the Basis of Sex,20000000.0,24622687.0,38073377.0,18073377.0,0.90366885,2018,on the basis of sex,on the basis of sex,2018.0,"Biography,Drama",Biography
82,2014-02-14,Endless Love,20000000.0,23438250.0,34718173.0,14718173.0,0.73590865,2014,endless love,endless love,2014.0,"Drama,Romance",Drama
84,2011-07-01,Monte Carlo,20000000.0,23186769.0,39686769.0,19686769.0,0.98433845,2011,monte carlo,monte carlo,2011.0,"Adventure,Comedy,Family",Adventure
87,2017-06-16,Rough Night,20000000.0,22105643.0,46844357.0,26844357.0,1.34221785,2017,rough night,rough night,2017.0,"Comedy,Crime,Thriller",Comedy
94,2015-11-20,Secret in Their Eyes,20000000.0,20180155.0,32608019.0,12608019.0,0.63040095,2015,secret in their eyes,secret in their eyes,2015.0,"Crime,Drama,Mystery",Crime
11,2017-09-29,Flatliners,20000000.0,16883115.0,45173738.0,25173738.0,1.2586869,2017,flatliners,flatliners,2017.0,"Drama,Horror,Mystery",Drama
22,2012-04-13,Lockout,20000000.0,14326865.0,33943049.0,13943049.0,0.69715245,2012,lockout,lockout,2012.0,"Action,Sci-Fi,Thriller",Action
24,2011-09-30,What's Your Number?,20000000.0,14011084.0,30163785.0,10163785.0,0.50818925,2011,what's your number?,what's your number?,2011.0,"Comedy,Romance",Comedy
27,2015-10-30,Burnt,20000000.0,13651946.0,36773510.0,16773510.0,0.8386755,2015,burnt,burnt,2015.0,"Comedy,Drama",Comedy
33,2016-02-26,Triple 9,20000000.0,12639297.0,25943792.0,5943792.0,0.2971896,2016,triple 9,triple 9,2016.0,"Crime,Thriller",Crime
34,2016-09-02,The Light Between Oceans,20000000.0,12545979.0,22281732.0,2281732.0,0.1140866,2016,the light between oceans,the light between oceans,2016.0,"Drama,Romance",Drama
38,2010-10-01,Let Me In,20000000.0,12134935.0,28270399.0,8270399.0,0.41351995,2010,let me in,let me in,2010.0,"Drama,Fantasy,Horror",Drama
47,2016-06-03,Popstar: Never Stop Never Stopping,20000000.0,9496130.0,9537120.0,-10462880.0,-0.523144,2016,popstar never stop never stopping,popstar never stop never stopping,2016.0,"Comedy,Music",Comedy
48,2017-10-27,Thank You for Your Service,20000000.0,9479390.0,9985316.0,-10014684.0,-0.5007342,2017,thank you for your service,thank you for your service,2017.0,"Biography,Drama,War",Biography
51,2013-09-20,Battle of the Year,20000000.0,8888355.0,16723377.0,-3276623.0,-0.16383115,2013,battle of the year,battle of the year,2013.0,"Drama,Music",Drama
56,2014-12-12,Inherent Vice,20000000.0,8110975.0,14772346.0,-5227654.0,-0.2613827,2014,inherent vice,inherent vice,2014.0,"Comedy,Crime,Drama",Comedy
58,2013-10-11,Machete Kills,20000000.0,8008161.0,18273009.0,-1726991.0,-0.08634955,2013,machete kills,machete kills,2013.0,"Action,Crime,Sci-Fi",Action
65,2015-04-24,Little Boy,20000000.0,6485961.0,17769299.0,-2230701.0,-0.11153505,2015,little boy,little boy,2015.0,"Drama,History,War",Drama
67,2012-10-26,Chasing Mavericks,20000000.0,6002756.0,8300821.0,-11699179.0,-0.58495895,2012,chasing mavericks,chasing mavericks,2012.0,"Biography,Drama,Sport",Biography
68,2014-12-31,A Most Violent Year,20000000.0,5749134.0,8846875.0,-11153125.0,-0.55765625,2014,a most violent year,a most violent year,2014.0,"Crime,Drama,Thriller",Crime
69,2011-11-23,A Dangerous Method,20000000.0,5702083.0,14807531.0,-5192469.0,-0.25962345,2011,a dangerous method,a dangerous method,2011.0,"Biography,Drama,Romance",Biography
74,2016-08-26,Hands of Stone,20000000.0,4712792.0,5031975.0,-14968025.0,-0.74840125,2016,hands of stone,hands of stone,2016.0,"Action,Biography,Drama",Action
78,2012-09-07,The Cold Light of Day,20000000.0,3763583.0,25361206.0,5361206.0,0.2680603,2012,the cold light of day,the cold light of day,2012.0,"Action,Thriller",Action
81,2018-10-26,Suspiria,20000000.0,2483472.0,7034615.0,-12965385.0,-0.64826925,2018,suspiria,suspiria,2018.0,"Fantasy,Horror,Mystery",Fantasy
85,2015-11-13,My All-American,20000000.0,2246000.0,2246000.0,-17754000.0,-0.8877,2015,my all-american,my all-american,2015.0,"Biography,Drama,Sport",Biography
91,2012-08-29,The Oogieloves in the BIG Balloon Adventure,20000000.0,1065907.0,1065907.0,-18934093.0,-0.94670465,2012,the oogieloves in the big balloon adventure,the oogieloves in the big balloon adventure,2012.0,"Adventure,Family,Fantasy",Adventure
94,2010-08-06,Middle Men,20000000.0,754301.0,754301.0,-19245699.0,-0.96228495,2010,middle men,middle men,2010.0,"Action,Comedy,Crime",Action
96,2010-12-03,All Good Things,20000000.0,582024.0,873617.0,-19126383.0,-0.95631915,2010,all good things,all good things,2010.0,"Crime,Drama,Mystery",Crime
97,2015-11-13,By the Sea,20000000.0,538460.0,3727746.0,-16272254.0,-0.8136127,2015,by the sea,by the sea,2015.0,"Drama,Romance",Drama
1,2010-12-10,The Tempest,20000000.0,277943.0,277943.0,-19722057.0,-0.98610285,2010,the tempest,the tempest,2010.0,"Comedy,Drama,Fantasy",Comedy
1,2010-12-10,The Tempest,20000000.0,277943.0,277943.0,-19722057.0,-0.98610285,2010,the tempest,the tempest,2010.0,Drama,Drama
6,2015-10-30,Regression,20000000.0,55039.0,15824374.0,-4175626.0,-0.2087813,2015,regression,regression,2015.0,"Crime,Horror,Mystery",Crime
8,2012-12-31,Zambezia,20000000.0,0.0,34454336.0,14454336.0,0.7227168,2012,zambezia,zambezia,2012.0,"Adventure,Animation,Comedy",Adventure
11,2015-05-29,Survivor,20000000.0,0.0,1703281.0,-18296719.0,-0.91483595,2015,survivor,survivor,2015.0,"Action,Crime,Thriller",Action
12,2016-11-18,The History of Love,20000000.0,0.0,476624.0,-19523376.0,-0.9761688,2016,the history of love,the history of love,2016.0,"Drama,Romance,War",Drama
14,2014-08-29,Dwegons and Leprechauns,20000000.0,0.0,0.0,-20000000.0,-1.0,2014,dwegons and leprechauns,dwegons and leprechauns,2014.0,Animation,Animation
15,2016-07-22,Fight Valley,20000000.0,0.0,0.0,-20000000.0,-1.0,2016,fight valley,fight valley,2016.0,"Action,Drama",Action
17,2018-12-13,Bird Box,19800000.0,0.0,0.0,-19800000.0,-1.0,2018,bird box,bird box,2018.0,"Drama,Horror,Sci-Fi",Drama
19,2017-12-01,The Shape of Water,19500000.0,63859435.0,195790794.0,176290794.0,9.040553538461538,2017,the shape of water,the shape of water,2017.0,"Adventure,Drama,Fantasy",Adventure
22,2013-08-23,The Frozen Ground,19200000.0,0.0,5617460.0,-13582540.0,-0.7074239583333334,2013,the frozen ground,the frozen ground,2013.0,"Crime,Drama,Mystery",Crime
23,2011-07-29,The Devil's Double,19100000.0,1361512.0,5965646.0,-13134354.0,-0.6876625130890053,2011,the devil's double,the devil's double,2011.0,"Biography,Drama,Thriller",Biography
27,2011-06-24,Bad Teacher,19000000.0,100292856.0,215448997.0,196448997.0,10.339420894736842,2011,bad teacher,bad teacher,2011.0,"Comedy,Romance",Comedy
28,2016-08-12,Sausage Party,19000000.0,97670358.0,141344255.0,122344255.0,6.439171315789474,2016,sausage party,sausage party,2016.0,"Adventure,Animation,Comedy",Adventure
36,2010-02-26,The Crazies,19000000.0,39123589.0,56445534.0,37445534.0,1.9708175789473685,2010,the crazies,the crazies,2010.0,"Horror,Thriller",Horror
39,2010-08-20,The Switch,19000000.0,27758465.0,49858465.0,30858465.0,1.6241297368421053,2010,the switch,the switch,2010.0,"Comedy,Drama,Romance",Comedy
40,2010-01-08,Leap Year,19000000.0,25918920.0,32618920.0,13618920.0,0.7167852631578947,2010,leap year,leap year,2010.0,"Comedy,Romance",Comedy
40,2010-01-08,Leap Year,19000000.0,25918920.0,32618920.0,13618920.0,0.7167852631578947,2010,leap year,leap year,2010.0,"Drama,Romance",Drama
41,2013-11-08,The Book Thief,19000000.0,21488481.0,76086711.0,57086711.0,3.004563736842105,2013,the book thief,the book thief,2013.0,"Drama,War",Drama
48,2011-03-04,Take Me Home Tonight,19000000.0,6928068.0,7576604.0,-11423396.0,-0.6012313684210526,2011,take me home tonight,take me home tonight,2011.0,"Comedy,Drama,Romance",Comedy
49,2012-09-28,Won't Back Down,19000000.0,5310554.0,5745503.0,-13254497.0,-0.6976051052631579,2012,won't back down,won't back down,2012.0,Drama,Drama
50,2018-06-01,Action Point,19000000.0,5059608.0,5103675.0,-13896325.0,-0.7313855263157895,2018,action point,action point,2018.0,Comedy,Comedy
64,2014-05-09,Neighbors,18000000.0,150086800.0,270944428.0,252944428.0,14.052468222222222,2014,neighbors,neighbors,2014.0,Comedy,Comedy
77,2016-03-25,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,74096558.0,4.116475444444444,2016,my big fat greek wedding 2,my big fat greek wedding 2,2016.0,"Comedy,Romance",Comedy
78,2015-09-11,The Perfect Guy,18000000.0,57027435.0,60278166.0,42278166.0,2.348787,2015,the perfect guy,the perfect guy,2015.0,"Crime,Drama,Horror",Crime
80,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18000000.0,52698535.0,73695194.0,55695194.0,3.0941774444444445,2011,diary of a wimpy kid rodrick rules,diary of a wimpy kid rodrick rules,2011.0,"Comedy,Family",Comedy
83,2011-04-08,Soul Surfer,18000000.0,43853424.0,47158652.0,29158652.0,1.619925111111111,2011,soul surfer,soul surfer,2011.0,"Biography,Drama,Family",Biography
85,2018-06-29,Uncle Drew,18000000.0,42469946.0,46527161.0,28527161.0,1.5848422777777778,2018,uncle drew,uncle drew,2018.0,"Comedy,Sport",Comedy
86,2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),18000000.0,42340598.0,103215094.0,85215094.0,4.734171888888889,2014,birdman or (the unexpected virtue of ignorance),birdman or (the unexpected virtue of ignorance),2014.0,"Comedy,Drama",Comedy
90,2013-07-26,Blue Jasmine,18000000.0,33404871.0,102912961.0,84912961.0,4.717386722222222,2013,blue jasmine,blue jasmine,2013.0,Drama,Drama
95,2015-08-07,Ricki and the Flash,18000000.0,26839498.0,41166033.0,23166033.0,1.2870018333333333,2015,ricki and the flash,ricki and the flash,2015.0,"Comedy,Drama,Music",Comedy
98,2015-11-13,Love the Coopers,18000000.0,26302731.0,42227490.0,24227490.0,1.3459716666666666,2015,love the coopers,love the coopers,2015.0,"Comedy,Fantasy,Romance",Comedy
4,2017-04-28,The Circle,18000000.0,20497844.0,40651864.0,22651864.0,1.2584368888888888,2017,the circle,the circle,2017.0,"Drama,Horror,Thriller",Drama
4,2017-04-28,The Circle,18000000.0,20497844.0,40651864.0,22651864.0,1.2584368888888888,2017,the circle,the circle,2017.0,"Drama,Sci-Fi,Thriller",Drama
4,2017-04-28,The Circle,18000000.0,20497844.0,40651864.0,22651864.0,1.2584368888888888,2017,the circle,the circle,2017.0,Documentary,Documentary
6,2010-11-05,127 Hours,18000000.0,18335230.0,60217171.0,42217171.0,2.345398388888889,2010,127 hours,127 hours,2010.0,"Adventure,Biography,Drama",Adventure
9,2016-01-15,Norm of the North,18000000.0,17062499.0,30535660.0,12535660.0,0.6964255555555555,2016,norm of the north,norm of the north,2016.0,"Adventure,Animation,Comedy",Adventure
